1696495285
173.66 1.26 0.7309
318.955 5.565 1.7757
261.16 14.63 5.9344
91.15 1.67 1.8663
376.9 0.15 0.0398
305.58 4.64 1.5418
27635.84 136.5 0.4964
1636.92 -10.3 -0.6253
