1696478050
173.66 1.26 0.7309
318.955 5.565 1.7757
261.16 14.63 5.9344
91.15 1.67 1.8663
376.9 0.15 0.0398
305.58 4.64 1.5418
27665.6 249.49 0.91
1643.24 1.51 0.092
